repo,cloned,total_commits,earliest_todo_issue,pre_earliest_issue_commits
kukhariev/ngx-uploadx,True,709,1594642749.0,655
kuldeepkeshwar/npm-package-mono-repo,True,4,1596393450.0,1
kuldeepkeshwar/size-plugin-bot,True,122,1562526582.0,33
kuldeepkeshwar/size-plugin-store,True,15,1566908236.0,2
kuldeepkeshwar/size-plugin-test-repo,True,228,1566220078.0,144
KunoichiZ/acnl-modding-info,True,533,1552427242.0,8
kyb3r/modmail,True,1592,1568432427.0,1364
kyb3r/modmail-plugins,True,53,1559054547.0,31
kyb3r/pycord,True,285,1569902334.0,283
kylebarron/all-transit,True,239,1581120824.0,3
kylebarron/atom-gmail,True,69,1524200253.0,57
kylebarron/deck.gl-raster,True,124,1587266526.0,8
kylebarron/deckgl-bands-bitmap-layer,True,14,1587102659.0,2
kylebarron/deckgl-mapbox-style,True,60,1583962854.0,30
kylebarron/dem-tiler,True,84,1590977606.0,43
kylebarron/kylebarron.github.io,True,85,1583268980.0,55
kylebarron/landsat-cogeo-mosaic,True,125,1585851048.0,12
kylebarron/landsat8.earth,True,166,1587850414.0,14
kylebarron/mac_setup,True,7,1573594718.0,3
kylebarron/pymartini,True,82,1590470942.0,3
kylebarron/quantized-mesh-encoder,True,90,1590735778.0,2
kylebarron/quantized-mesh-encoder-js,True,14,1588539352.0,9
kylebarron/snap-to-tin,True,111,1583631385.0,6
kylebarron/stata-cython,True,1,1522349386.0,1
kylebarron/stataParquet,True,28,1541548275.0,24
kylebarron/stata_kernel,True,777,1534706519.0,284
kylebarron/transit2parks,True,11,1581200808.0,11
kylebarron/usgs-topo-tiler,True,74,1589054237.0,37
kylebarron/vector-nationalmap,True,31,1575154340.0,19
kylebarron/vt-to-deck,True,4,1584086072.0,4
kyoh86/chromext-calmeet,True,4,1592758707.0,3
kyoh86/dotfiles,True,350,1554544508.0,80
kyoh86/git-vertag,True,33,1575850979.0,27
kyoh86/gordon,True,39,1578220400.0,1
kyoh86/momiji,True,33,1594265506.0,32
kyoh86/vim-docbase,True,12,1554605022.0,1
kyoh86/vim-metarw-docbase,True,2,1577201896.0,1
L4B0MB4/Teacrypt,True,28,1598383472.0,5
labcodes/blog,True,382,1556139168.0,7
labcodes/todo,True,214,1552676417.0,214
Laravel-Backpack/Base,True,769,1564718998.0,730
Laravel-Backpack/CRUD,True,4531,1526366423.0,1909
Laravel-Backpack/demo,True,515,1542977430.0,158
Laravel-Backpack/docs,True,525,1542792638.0,84
Laravel-Backpack/Generators,True,178,1535347578.0,105
Laravel-Backpack/ideas,True,2,1585811517.0,0
LartyHD/Minecraft-Classic,True,51,1568171638.0,51
laslibs/las-cs,True,3,1582321802.0,3
laslibs/las-js,True,82,1580299749.0,74
laughedelic/atom-ide-scala,True,280,1518041088.0,126
laughedelic/scalajs-atom-api,True,95,1518392745.0,80
LaurentDardenne/PSMap,True,141,1564433667.0,73
lboening/PSProfile,True,8,1545848642.0,5
leanmotherfuckers/docker-php-base,True,8,1586617320.0,2
lec-cafe/books-nuxtjs,True,67,1595065674.0,0
lec-cafe/lec-cafe,True,220,1584154971.0,62
lechodiman/notepedia-mern-stack,True,266,1557012725.0,46
Lenkelheit/Software-Design,True,118,1557142963.0,32
leo60228/celeste.rs,True,345,1551627666.0,61
leobattin/prov,True,2,1596117814.0,2
LesleyLai/algorithm-w,True,2,1566782392.0,1
LesleyLai/comment-server,True,42,1579416568.0,8
LesleyLai/Vulkan-Compute,True,6,1561688033.0,1
LesleyLai/Vulkan-Renderer,True,46,1591749823.0,45
lezzles11/Basic-MVC-Example--Javascript--,True,4,1595913628.0,1
lezzles11/CheerUpSO,True,4,1562585504.0,2
lezzles11/Knex-Template,True,24,1596095668.0,20
lezzles11/Microsoft-Java-Course,True,15,1559259235.0,9
lezzles11/OOP-Java-Pt-1,True,46,1558286279.0,3
lezzles11/Postgres-Node-Template,True,15,1595998147.0,8
lezzles11/Progress_Reports,True,28,1560454000.0,3
lezzles11/small_pleasures,True,26,1588957854.0,2
lezzles11/To-Do-List,True,1,1587169782.0,1
LFMAKER/InventoryAnalytics,True,154,1559537771.0,104
lguilhermee/Battleye-Shellcode-Dumper,True,2,1594304696.0,1
Liam-Deacon/metapandas,True,139,1587982201.0,129
lifemapper/core,True,4874,1554820945.0,4617
lifemapper/lm_client,True,66,1553111289.0,12
lihaoml/bean,True,451,1569056858.0,301
lisaross/dotfiles,True,39,1558704953.0,24
Liszt21/.spacemacs.d,True,30,1567263095.0,12
Liszt21/AlgorithmNote,True,6,1568443210.0,2
litex-hub/litex-conda-packages,True,682,1538762592.0,412
littlemanco/library,True,23,1592921127.0,4
liudonghua123/wayfless_generator_flutter,True,17,1583560668.0,5
LividaST/bot,True,789,1584230588.0,101
llldar/Lonefire,True,111,1564629880.0,67
llldar/lonefire2,True,74,1573225959.0,1
llrs/Barcelona,True,135,1545228975.0,6
llrs/blogR,True,149,1591575816.0,120
llrs/socialGH,True,50,1594544841.0,37
loftwah/beatsmiff.com,True,88,1596802904.0,37
loftwah/shop.grindmodecypher.com,True,96,1597427802.0,75
longstone/lodur-parse-operation,True,297,1591601587.0,268
lonix/dotfiles,True,131,1550826624.0,73
lonix/homedatacenter,True,12,1552562894.0,8
LordOfPolls/GameEngine,True,31,1561914968.0,15
LordOfPolls/Rule34-Downloader,True,20,1563367498.0,2
lqqokim/D-DevGuide,True,34,1592502858.0,32
lqqokim/redux-saga-todo,True,3,1597257614.0,2
lqqokim/vanillajs-redux,True,13,1585580330.0,7
LREN-CHUV/woken,True,1676,1546216803.0,1333
lucassel/ikwilnaarhuis,True,49,1550274432.0,16
ludeeus/hacs-actions,True,121,1571562550.0,63
ludeeus/hacs-bot,True,90,1566040093.0,39
ludeeus/ludeeus.dev,True,17,1574534432.0,1
luisholanda/.dotfiles,True,80,1566084624.0,22
luisholanda/inox-lang,True,12,1553641944.0,2
LukasDrsman/todocli,True,140,1589050915.0,111
lukesUbuntu/virtualmin_blesta,True,210,1590285547.0,167
lukoerfer/welkin,True,16,1580341624.0,15
ly525/luban-h5,True,552,1559997872.0,8
lyssieth/epsilon,True,167,1598347718.0,105
maartenvanschagen/gyroLib,True,75,1564178101.0,26
MadeByEmil/deck,True,131,1584115598.0,12
MadeByEmil/Pigmeat,True,282,1580079200.0,28
magruder85/react-tutorials,True,5,1524756196.0,5
mahboobehad/linky,True,12,1580282761.0,12
mahboobehad/ocausal,True,42,1579339558.0,32
maidstone-hackspace/access-rfid-reader,True,10,1557061320.0,8
maidstone-hackspace/qa-keypad,True,24,1579548764.0,18
mailchain/mailchain,True,975,1555111513.0,108
mailchain/mailchain-web,True,118,1556145245.0,25
MalyshevValery/WSI_Analysis,True,21,1572350704.0,14
mandreyel/dotfiles,True,207,1559301101.0,164
mandreyel/tudu-server,True,21,1554034364.0,20
mango-svip/coolq,True,4,1587017566.0,1
mango-svip/meizitu,True,10,1560652393.0,1
mango-svip/springboot-grpc-seata-starter,True,4,1565939497.0,2
mango-svip/SpringBootDemo,True,10,1561394858.0,3
mango-svip/wechat-spider,True,7,1560966257.0,3
Manu1400/eslint-plugin-emmanuel,True,172,1554684279.0,19
marchel2/dotnet-core-web-api,True,3,1543444984.0,1
marcuscastelo/alg-t1,True,95,1566956478.0,1
marcuscastelo/alg-t3,True,29,1572534210.0,5
marcuscastelo/arduino-transdimentional-maze,True,10,1561774218.0,2
marcuscastelo/minecraft-quartus,True,129,1590016310.0,12
marcuscastelo/rato-guloso,True,150,1592704748.0,6
marcuscastelo/trab3-arquivos,True,52,1593969806.0,1
MarianoVilla/Alpha.Utilidades,True,38,1586789261.0,20
MarianoVilla/Covid.CoronavirusInfo,True,54,1584392432.0,7
MarianoVilla/MercadoYa,True,51,1583890108.0,39
mariuszbyahoo/ParkingAppAPI,True,34,1571742298.0,15
mariuszbyahoo/ResourceManager,True,60,1591383267.0,23
mariuszbyahoo/Spring-JPA,True,2,1553701793.0,1
mariuszbyahoo/TaskAssignementManager,True,90,1591816279.0,27
mariuszbyahoo/TicketGenerator,True,58,1556529573.0,2
marjamis/compose,True,13,1566796509.0,8
marjamis/k8s_manifests,True,33,1569304763.0,6
marjamis/kata-go,True,11,1576046021.0,8
marjamis/kubectl-kcn,True,11,1529759111.0,2
marjamis/molds,True,3,1590063237.0,2
markplagge/NeMo-XE-Old,True,30,1553533395.0,30
markroxor/fromscratchtoml,True,686,1525599866.0,484
marktext/marktext,True,1438,1559848776.0,1000
marocchino/credo_parens_true_in_strict,True,1,1594277945.0,1
Marsgames/GearHelper,True,209,1578171131.0,186
Marsgames/RayTracer,True,84,1576758488.0,83
MartinKokesCz/wp5-oop1,True,3,1589547715.0,3
martinomburajr/gcp-vision-api,True,3,1565894442.0,2
martinomburajr/masters-go,True,135,1565503042.0,4
martinomburajr/pexels,True,46,1555493478.0,10
marvinav/kMCCoatings,True,59,1571603959.0,16
Marzogh/SPIMemory,True,597,1559526793.0,596
mas-cli/mas,True,819,1533956748.0,338
masc-ucsc/livehd,True,3407,1564775902.0,1679
masgeek/akilimo-api,True,332,1598426191.0,329
masgeek/fuelrod-batch,True,15,1588682711.0,5
MasMas-js/MasMas.js,True,111,1548113866.0,36
matchai/spacefish,True,262,1517877912.0,29
matthewsj/cloudmodel,True,90,1566409768.0,50
mattstratton/bowie,True,45,1507559863.0,13
mattstratton/incidents-and-accidents,True,3,1520015675.0,1
MaveriQ/lmu_hca,True,11,1590130953.0,2
Maydisease/racoon-note-app,True,156,1573300696.0,101
Maydisease/racoon-note-electron,True,65,1573644742.0,43
maykonjv/serverless-example,True,11,1593630946.0,11
mctekk/twilio-video-chat,True,3,1595428696.0,2
mctekk/zohocrm,True,123,1577894770.0,110
mdeuerlein/addCopyright,True,12,1523992236.0,6
mdrago98/bioengine,True,32,1553635752.0,15
mdrago98/paymentGateway,True,12,1546951498.0,12
Me-Momo/leetcode,True,7,1592783991.0,7
ME380-3YDP/StewartPlatform_Arduino,True,74,1540868052.0,40
MegatonHammer/linkle,True,108,1586442633.0,72
Merovex/Writing-Data,True,5,1525800651.0,5
merovex-press/merovex-press.github.io,True,229,1575816125.0,58
merovex-press/strand-series,True,1151,1566745252.0,364
Met4FoF/Met4FoF-SmartUpUnit,True,258,1569583136.0,81
MetaFam/TheGame,True,146,1594660793.0,37
metrumresearchgroup/babylon,True,1037,1598555498.0,1037
metrumresearchgroup/pxr,True,1,1595179183.0,1
metrumresearchgroup/rcmd,True,4,1594559994.0,1
metrumresearchgroup/rcmdparser,True,25,1592701954.0,25
mgh3326/baekjoon_algorithm_samsung,True,39,1570374844.0,11
mgh3326/flutter_cart_bloc,True,2,1586920109.0,1
mgh3326/flutter_counter,True,1,1586688185.0,1
mgh3326/flutter_dust,True,4,1586674485.0,1
mgh3326/flutter_hot_deal_alram,True,1,1587387579.0,1
mgh3326/flutter_mask,True,9,1587284080.0,2
mgh3326/hot_deal_alarm_api,True,186,1577894047.0,79
mgh3326/hot_deal_alarm_app,True,15,1580077157.0,6
mgh3326/insta_clone2,True,14,1586955087.0,1
mgh3326/interview_practice_java,True,9,1570156268.0,8
mgh3326/programmers_algorithm,True,38,1574494001.0,38
mgh3326/studyolle,True,91,1584783633.0,13
mgh3326/sw_expert_academy_algorithm,True,62,1569455905.0,39
MH4SH/MyServer,True,108,1595383937.0,18
MH4SH/MyServer_Listen,True,17,1597799521.0,12
mhutchison90/my-first-repository,True,8,1560372794.0,7
micalevisk/duis,True,145,1557979415.0,125
michaeldallen/m2c-jenkins,True,124,1565389216.0,24
michaeldallen/m2c-kodi,True,2,1569589618.0,2
michaeldallen/m2c-python3,True,26,1569193811.0,5
michaeldallen/Unit-Testing-and-Test-Driven-Development-in-Python,True,60,1562082070.0,12
michaeltran/CV-Contour-Drawings,True,22,1555832976.0,2
michaeltran/React-Burger-Builder,True,36,1565971287.0,2
michelmelo/laravel-instagram-api,True,45,1577982560.0,31
microdimmer/GSMrelay,True,53,1561372957.0,24
mihaiblaga89/bmw-connecteddrive-api,True,283,1569338987.0,30
mikeal/daily,True,423,1567360024.0,14
mikeal/dumb-collection,True,1,1553571883.0,1
mikeal/gharchive-metrics,True,54,1548390527.0,5
mikeal/ipfs-metrics,True,5,1546537754.0,5
mikeal/lanyarg,True,1,1546816816.0,1
mikeal/mikealrogers.com,True,22,1550552650.0,12
MikeSperone/music_notes,True,17,1595471999.0,10
MikeSperone/soundbridge,True,145,1592690909.0,135
Mikibot/bot,True,1364,1579557974.0,1063
Mikibot/bot-translations,True,64,1588859586.0,12
Mikibot/Miki.Discord,True,161,1580082451.0,146
Mikibot/Miki.Framework,True,220,1581038579.0,205
Mikibot/yagami,True,92,1586828828.0,84
miklb/independence,True,103,1526266970.0,34
miklb/jekyll-indieweb,True,168,1550360733.0,77
miklb/michaelbishop,True,41,1558413692.0,35
miklb/missedtour,True,7,1586466775.0,6
miklb/permission,True,60,1508219264.0,0
miklb/unplugged,True,9,1521515276.0,3
Milerius/komodo-playground,True,16,1560711411.0,4
Milerius/nephtys,True,36,1555861803.0,14
milkey-mouse/planets,True,41,1560913188.0,1
MindFlavor/AzureSDKForRust,True,815,1589456763.0,763
mirkoRainer/PF2E-RulesLawyer,True,45,1583606144.0,40
MissAllSunday/Breeze,True,2758,1581978075.0,2418
misson20000/twili,True,491,1546826415.0,288
MisterMelDev/EasierBackup,True,43,1597783218.0,10
mitchellwrosen/otp,True,7,1543559714.0,6
mitchellwrosen/riak2,True,482,1547323422.0,165
mkarneim/using-workflow-example,True,5,1576150022.0,4
mmcloughlin/pearl,True,320,1508134408.0,209
mocktomata/mocktomata,True,676,1524213175.0,117
mohabouje/eDSP,True,629,1544794227.0,482
MohammedAlimoor/native_progress_hud,True,14,1574263621.0,1
moniremohit12/mobx,True,6,1597161176.0,4
MonoMotion/flom,True,810,1545888619.0,381
MonoMotion/flom-py,True,144,1546141039.0,44
MonoMotion/servoarray,True,413,1549754636.0,373
MonoMotion/Trainer,True,630,1547372951.0,493
MoonSHRD/desktop_client,True,525,1543828163.0,525
MoonSHRD/moonshrd.github.io,True,33,1542804094.0,12
MoonSHRD/p2chat,True,218,1560343989.0,55
MoonSHRD/p2chat-android,True,77,1562061166.0,2
MoonSHRD/proxy,True,46,1547029302.0,2
MoonSHRD/react-native-app,True,327,1564737214.0,4
MoonSHRD/shortify,True,3,1595445299.0,1
MoonSHRD/sonis,True,81,1581718311.0,56
MoonSHRD/TokenSale,True,20,1542715272.0,20
MoonSHRD/web-client,True,93,1546819295.0,26
MoonSHRD/Web3wallet,True,85,1584091799.0,44
morxa/votebot,True,28,1546794557.0,27
mrf7/AndroidStudioSettings,True,1122,1572029140.0,1
mrf7/DJApp,True,80,1578260512.0,17
mrmechko/pytrips,True,206,1567686608.0,123
MrStanDu33/Inference-Engine-Manager,True,283,1564166808.0,10
MrStanDu33/LesVedettes,True,22,1583775374.0,5
mrysav/geneac,True,293,1588816751.0,207
msmobility/mito,True,539,1564747971.0,455
msmobility/pt_germany,True,30,1585575992.0,6
msmobility/silo,True,1722,1564669795.0,1344
mtoqeer/personal-porfolio,True,80,1581261441.0,51
mtxr/dotfiles,True,392,1520918365.0,200
mubaidr/citus-data-starter,True,4,1594360990.0,2
mubaidr/image-parsing,True,563,1564048980.0,430
mubaidr/Javascript-Barcode-Reader,True,927,1569235716.0,616
mubaidr/vue2-migration-helper,True,96,1575605086.0,3
mubaidr/vue2-migration-helper-old,True,4,1575369101.0,3
multacc/multacc,True,183,1583439155.0,21
multei/.github,True,55,1588179829.0,42
multei/design,True,179,1595970987.0,117
multei/mobile,True,58,1594758503.0,2
multei/openalpr,True,234,1584027782.0,97
multei/web,True,860,1584253524.0,219
multekedir/Battle-Duel,True,15,1587060279.0,15
multekedir/COVID19_hackathon,True,6,1585588469.0,4
multekedir/Prayer-Time-Display-2,True,50,1557798038.0,19
multekedir/TRMS,True,64,1589316508.0,15
murmurcreative/module-drawer,True,33,1595094704.0,23
mwamodo/dotfiles,True,53,1563626132.0,3
mwamodo/gatsby-tailwind-starter,True,122,1588258734.0,11
mwamodo/lipanampesa-nodejs,True,11,1568282976.0,6
mwamodo/mpesaApolloGraphql,True,22,1584904994.0,2
mziyut/.dotfiles,True,30,1598100739.0,30
nabeelvalley/Docs,True,288,1589523606.0,242
nabeelvalley/website,True,205,1570921254.0,54
nadchif/brackets-jasmine-reporter,True,50,1590686581.0,9
nadchif/headset-control-plus,True,114,1589958664.0,103
naijab/demo_adonis,True,12,1587721566.0,9
naijab/kiki_book,True,21,1591347534.0,18
nakabonne/bar,True,38,1564733814.0,4
naksmedia/ac_kuzbass,True,56,1553773971.0,4
naksmedia/ac_ufa,True,26,1553175988.0,16
natura-cosmeticos/natds-js,True,2926,1592798725.0,1981
nazbav/schedule-bot-service,True,27,1580587019.0,18
ndxbn/ndxbn,True,72,1595578445.0,20
neetjn/core-routing,True,70,1567294573.0,14
neetjn/dart-beers,True,70,1552420870.0,33
neetjn/dot-social,True,26,1578520088.0,5
neetjn/dotfiles,True,128,1529609216.0,24
neetjn/elm-swapi,True,7,1553367965.0,5
neetjn/go-cars,True,20,1542753718.0,20
neetjn/neetjn.github.io,True,39,1564964199.0,16
neetjn/ng-guard-library,True,4,1516237728.0,1
neetjn/ng-guard-panel,True,3,1516239191.0,1
neetjn/oro-bypass,True,16,1556577633.0,11
neetjn/py-blog,True,324,1520559750.0,34
neetjn/react-url-shortener,True,40,1518145129.0,22
neetjn/react-zustand-todo,True,1,1597277067.0,1
neetjn/riot-routing,True,44,1574217562.0,9
neetjn/riot-routing-prototype,True,25,1569615406.0,5
neetjn/v-beers,True,33,1575867454.0,14
Nereare/Template,True,34,1565619987.0,1
ngoantho/anthonyngo.me,True,165,1593161335.0,70
NiaOrg/NiaPy,True,1169,1595225773.0,1166
nickcannariato/ci-ally,True,67,1570389218.0,54
nickcannariato/dotfiles,True,70,1585916590.0,25
nickcannariato/site,True,8,1565112945.0,2
nickcannariato/spoon,True,19,1555104405.0,4
nickcannariato/transparent-taxes,True,9,1567225249.0,9
nickcannariato/webdb-iv-challenge,True,33,1558730286.0,33
niclabs/two,True,2962,1569265095.0,1677
nightcrawler086/emcpy,True,80,1565489639.0,6
NillerMedDild/Enigmatica2Expert,True,579,1554620807.0,203
NillerMedDild/Enigmatica2Light,True,5,1594588560.0,2
NillerMedDild/Scientia,True,277,1553171420.0,253
NillerMedDild/StudentAdministrationSystem,True,107,1554804464.0,2
nishantsanu/EpicVila,True,2,1595843760.0,1
nishantsanu/expense_manager,True,28,1568740888.0,6
nivelle/nivelle.github.io,True,1359,1551253915.0,1342
nivelle/programdayandnight,True,336,1559657231.0,0
nju33/chrome-zuru,True,18,1529425697.0,0
nju33/gulp-pupa,True,84,1546711515.0,1
nju33/noub,True,8,1548047093.0,2
nju33/react-canbetoc,True,212,1595823181.0,76
nju33/tows,True,19,1584463719.0,2
njzjz/deepmd-kit-recipes,True,29,1565296657.0,5
nksaraf/life,True,16,1593379199.0,1
nl253/LMKProductAPI,True,1,1584179984.0,1
nnadeau/pybotics,True,1739,1516035214.0,931
noamross/redoc,True,105,1543699008.0,2
nodtem66/Scaffolder,True,50,1577470205.0,6
nodtem66/TCP-SoundPlayer,True,7,1569483294.0,6
Noituri/Andora,True,30,1597610695.0,2
Noituri/dots,True,16,1590677126.0,11
Noituri/novum-lang,True,82,1562100714.0,32
Noituri/UtterBot,True,148,1571262913.0,5
Noituri/YggdrasilLang,True,30,1574719694.0,4
nst-guide/data,True,400,1573691078.0,91
nst-guide/expo-test,True,22,1573599469.0,7
nst-guide/gdal2tiles,True,4,1575257846.0,1
nst-guide/mobile,True,50,1574314975.0,10
nst-guide/ndfd_historical,True,39,1576956057.0,6
nst-guide/schema,True,84,1575445672.0,7
nteract/bookstore,True,619,1542755612.0,45
nteract/docs,True,147,1533339369.0,79
nteract/enchannel-zmq-backend,True,183,1584505070.0,180
nteract/galleria,True,27,1529110003.0,5
nteract/global-sprint,True,58,1532321975.0,35
nteract/graphql-schema-exploration,True,29,1541650302.0,21
nteract/hydrogen,True,2158,1557676979.0,1666
nteract/logos,True,33,1583957500.0,33
nteract/meeting-minutes,True,116,1562000113.0,92
nteract/nes,True,58,1549415726.0,17
nteract/nteract,True,10592,1528756046.0,5720
nteract/nteract.io,True,442,1539820310.0,157
nteract/papermill,True,820,1538675155.0,456
nteract/pick,True,79,1587601740.0,30
nteract/play,True,17,1546564863.0,1
nteract/scrapbook,True,161,1545326475.0,7
nteract/semiotic,True,1983,1552774757.0,1786
nteract/spawnteract,True,100,1534032904.0,92
nteract/testbook,True,77,1582746897.0,2
nteract/ui-refresh,True,20,1589799152.0,20
ntfs32/strapi-plugin-ctrip-apollo,True,10,1582986335.0,1
nuxed/framework,True,573,1548973088.0,140
NXTB0T/deno,True,97,1594015871.0,1
NXTB0T/node,True,711,1588979706.0,255
nypublicradio/gothamist-web-client,True,1709,1598978152.0,1698
nypublicradio/nginxray,True,38,1586978226.0,15
nypublicradio/nypr-design-system,True,1893,1595515735.0,1691
nypublicradio/nypr-jukeboxes,True,607,1572886808.0,265
nypublicradio/nypr-publisher-lib,True,948,1570039710.0,935
OberdanBrito/firebase.verticals.providers,True,258,1597834974.0,30
Obsinqsob01/Quetzaan,True,188,1559000211.0,103
OceanEx/thor-contract-verify,True,4,1559138621.0,4
octalmage/githubhop,True,32,1528008558.0,31
octokit/routes,True,1193,1527052956.0,239
ocularminds/dexxis-client,True,10,1558384195.0,3
ocularminds/eduzie,True,14,1557580406.0,2
ocularminds/go-books,True,7,1557740658.0,2
ocularminds/todo,True,1,1591911216.0,1
oechsler/cozy,True,24,1571307268.0,3
oeco-architectes/oeco,True,212,1541157247.0,143
OGordon100/DailyMailPredictor,True,26,1557731604.0,15
OGordon100/nOmicron,True,50,1564488564.0,1
OGordon100/pyRabani,True,187,1581617692.0,1
olantig/ruby-intro,True,90,1583132055.0,79
olantig/wordpress,True,3,1584439760.0,1
oliveiraev/.github,True,1,1576561060.0,1
OmegaRogue/Informatik4,True,39,1543068016.0,35
open-sauced/open-sauced,True,903,1592459860.0,839
oref/PyBujo,True,105,1558112162.0,19
oref/SiliconBlood,True,223,1562701973.0,70
orhanarifoglu/IMDb.js,True,37,1571586161.0,15
overtrue/editorjs-with-tailwindcss-in-react,True,4,1567006714.0,3
overtrue/websocket,True,7,1561307793.0,1
overtrue/wechat,True,1671,1592126749.0,1640
OwenCalvin/deco,True,19,1590612353.0,15
OwenCalvin/hand-drawing-swift-metal,True,33,1565213813.0,19
OwenCalvin/TSD,True,8,1557392922.0,5
oxisto/okr2go,True,35,1564755641.0,20
oxisto/reticulated-python,True,60,1574511112.0,2
Pairin/styleguides,True,4,1566848264.0,0
panix-os-dev-team/Panix,True,384,1573767304.0,2
panix-os-dev-team/Panix-Archive,True,445,1567714318.0,362
partrita/docker-mingpt,True,4,1598593627.0,1
partrita/learn-django,True,28,1582438508.0,12
partrita/QIIME2,True,11,1568872643.0,9
PastorD/bintel,True,437,1555109189.0,132
PatMyron/advent-of-code,True,121,1575355454.0,121
Patrolin/maths,True,7,1586016769.0,1
Patrolin/qPact,True,69,1572723346.0,6
Patrolin/room,True,25,1598977974.0,2
Pawper/hello-world,True,8,1554162504.0,4
Pawper/Testing-Workflow,True,15,1553486279.0,4
pDubDub/AirRacer7,True,12,1576605859.0,4
pDubDub/Arduino-MO,True,17,1593129826.0,2
pDubDub/GottaDo,True,39,1556752085.0,13
pDubDub/M-O-BLE,True,13,1591218705.0,2
pedrofbaltar/aulas-launchbase-mod4,True,17,1597677683.0,7
Pegasus-01/basic-NodeJS-operations,True,12,1597714856.0,10
pengnian95/leetcode,True,130,1564582721.0,122
pengnian95/WechatOrderSystem,True,27,1571138550.0,16
peritext/peritext-contextualizer-table,True,14,1509453587.0,3
peritext/peritext-generator-html-multi,True,20,1547318946.0,2
peritext/peritext-template-deucalion,True,113,1547317213.0,2
peritext/peritext-template-pyrrah,True,64,1547318267.0,2
peritext/peritext-utils,True,51,1547310138.0,2
peterwiebe/gatsby-firebase-auth,True,5,1572803864.0,4
peyssoa/waffle,True,12,1528024744.0,3
PH9/.dotfiles,True,140,1571422982.0,36
PH9/BPPhotoPicker,True,19,1598677252.0,11
PH9/fastlane-plugin-line_message,True,34,1554971610.0,7
PH9/GitHub-Users,True,111,1586672074.0,21
PH9/ios-meetup,True,24,1561479577.0,5
phatblat/Debuggy,True,28,1567132755.0,1
phatblat/Fork,True,28,1526834145.0,19
phatblat/ShellExec,True,366,1516488882.0,182
phatblat/SwiftPM-Plugin,True,220,1508122287.0,141
phatblat/Wallet,True,34,1589863863.0,19
philoserf/ci.edmonds.wa.us,True,10,1519326678.0,1
philoserf/project,True,8,1543274104.0,1
PHLAK/chriskankiewicz.com,True,553,1553315809.0,24
PHLAK/restic-init,True,34,1588026570.0,29
pI88Id/HW3,True,5,1592131850.0,5
pI88Id/MLProject-Incremental.Learning,True,91,1591602125.0,48
pierdet/Cim,True,43,1593013967.0,8
pierdet/RWSDNS,True,42,1583513481.0,10
pierDipi/svn-task-time-monitor,True,11,1577444512.0,6
pignataro-patrimonio-srl/Air-Pollution-Prediction,True,16,1562247235.0,10
pilad0hwtts/PsqlDotnet,True,45,1593148776.0,36
PirateNetwork/PirateOcean,True,186,1589743671.0,183
pixelcollective/acorn-db,True,68,1569702063.0,57
pixelcollective/action-network-php-tools,True,17,1550786665.0,3
pixelcollective/php-docz,True,1,1564927110.0,1
pixore/pixore,True,197,1564455999.0,57
pjshy/avenger-components,True,116,1558502876.0,13
plum-wine/easy-framework,True,30,1586617634.0,2
plum-wine/spring-learn,True,25,1594738211.0,3
plum-wine/toy-rpc,True,39,1587359559.0,5
pmaasz/PiTS,True,79,1573940586.0,74
pmaasz/The-Anti-Social-Network,True,136,1576232235.0,13
pniedzwiedzinski/pseudo,True,256,1557246471.0,242
Pogify/pogify,True,540,1598576967.0,398
policumbent/marta-ui,True,148,1559570675.0,53
policumbent/pyxbee,True,173,1557102873.0,39
poly000/bv-api-c,True,80,1586571633.0,72
poly000/my_shitty_code_written_in_c,True,148,1586601492.0,139
PongoEngine/famuz,True,240,1568750980.0,0
PongoEngine/neptune,True,147,1596744323.0,56
prakharparwal/JavaMaster,True,75,1559587595.0,2
pratamatama/electron-newline-appender,True,5,1566629699.0,1
premedios/outsystems-urbanairship-plugin-wrapper,True,7,1594801845.0,1
PreMiD/API,True,733,1565732396.0,99
PreMiD/Discord-Bot,True,732,1581198188.0,337
PreMiD/Linux,True,74,1583689366.0,6
PreMiD/Presences,True,6498,1564861212.0,43
PreMiD/Website,True,1103,1564989349.0,248
primus00/django_testing,True,84,1589308054.0,79
probono-dev/web,True,58,1557052415.0,39
probot/probot,True,1470,1597575770.0,1453
probot/smee-client,True,336,1508944405.0,6
programmingQWorld/mybatis-plus-taste,True,176,1563277336.0,97
Project-Rigel/Backend,True,61,1592346550.0,29
Project-Rigel/business-app,True,125,1596702108.0,115
Project-Rigel/user-app,True,24,1594737304.0,6
prp1277/Excel,True,91,1567449470.0,68
prp1277/patrick-powell,True,135,1548808387.0,13
psiu-gt/psiu-gt,True,112,1598053139.0,108
Puyodead1/DiscordBotCLI,True,3,1572222140.0,2
Puyodead1/EnchantCrystals,True,9,1581475016.0,1
Puyodead1/RandomDupe,True,57,1565384828.0,17
Puyodead1/RandomHeal,True,33,1565370574.0,1
Puyodead1/Tags,True,1,1567469228.0,1
PvdBerg1998/futures-executor,True,41,1555267918.0,14
PvdBerg1998/libfido2,True,63,1561501254.0,31
PxyUp/nearest-point-for-polygon,True,1,1598118425.0,1
PxyUp/Revact,True,200,1553301403.0,2
PxyUp/Telegram_graph,True,191,1552439992.0,39
Py-Lambdas/slitherton,True,2,1596511671.0,1
pyfet/AutomationTestingSelenium,True,39,1577541154.0,2
